player_name,exp_whiff_rate,n,exp_whiff_rate_FF,exp_whiff_rate_SI,exp_whiff_rate_SL,exp_whiff_rate_CH,exp_whiff_rate_CU,exp_whiff_rate_FC,n_FF,n_SI,n_SL,n_CH,n_CU,n_FC,f_p_str,exp_HR_rate,n1,exp_HR_rate_FF,exp_HR_rate_SI,exp_HR_rate_SL,exp_HR_rate_CH,exp_HR_rate_CU,exp_HR_rate_FC,n_FF1,n_SI1,n_SL1,n_CH1,n_CU1,n_FC1
Yusmeiro Petit,0.1907017543859649,171,0.13,0,0,0.17,0.24,0.26,63,0,0,36,21,51,0.7391304347826086,0.050217391304347825,92,0.06,0,0,0.06,0.03,0.04,33,0,0,21,14,24
Ross Detwiler,0.19045454545454546,154,0.16,0.15,0.25,0.24,0.14,0,38,54,47,13,2,0,0.5625,0.03824999999999999,80,0.06,0.01,0.05,0.04,0.01,0,21,26,25,7,1,0
Chris Rusin,0.18999999999999997,25,0,0.13,0.13,0.19,0.31,0.25,0,11,1,2,1,10,0.6470588235294118,0.03705882352941176,17,0,0.05,0.03,0.02,0,0.02,0,10,1,1,1,4
Stephen Tarpley,0.1893150684931507,73,0.11,0.13,0,0,0.32,0,2,48,0,0,23,0,0.6274509803921569,0.03627450980392157,51,0.03,0.03,0,0,0.05,0,2,33,0,0,16,0
Brady Lail,0.18930232558139537,129,0.13,0.16,0.3,0.24,0.2,0,44,27,21,17,20,0,0.5571428571428572,0.04535211267605634,71,0.06,0.04,0.02,0.04,0.03,0,34,12,10,5,10,0
Dylan Covey,0.18898148148148147,108,0.11,0.14,0.24,0.21,0.22,0,19,23,38,18,10,0,0.6333333333333333,0.0355,60,0.04,0.03,0.03,0.04,0.04,0,14,9,18,12,7,0
Craig Stammen,0.18846153846153846,169,0.05,0.13,0.35,0.35,0,0,14,105,30,20,0,0,0.6442307692307693,0.030000000000000002,104,0.04,0.03,0.03,0.04,0.02,0,9,64,20,1,10,0
Brad Keller,0.18835443037974686,395,0.14,0.14,0.25,0.31,0,0,151,72,169,3,0,0,0.5720930232558139,0.025302325581395346,215,0.03,0.03,0.02,0.01,0,0,76,39,99,1,0,0
Foster Griffin,0.18833333333333335,12,0.16,0,0,0.28,0.02,0.22,5,0,0,2,1,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Braymer,0.18793103448275864,58,0.13,0,0,0.29,0.14,0,22,0,0,20,16,0,0.5294117647058824,0.0626470588235294,34,0.06,0,0,0.06,0.07,0,14,0,0,11,9,0
Zack Godley,0.1878861788617886,246,0.08,0.08,0,0.22,0,0.18,13,16,0,121,0,96,0.5944055944055944,0.027692307692307693,143,0.06,0.04,0,0.02,0.03,0.02,7,12,0,11,58,55
Jakob Junis,0.18768421052631576,190,0.13,0.14,0.25,0.22,0,0,67,31,79,13,0,0,0.5964912280701754,0.03079646017699115,113,0.04,0.04,0.02,0.03,0,0,43,13,47,10,0,0
Andrew Kittredge,0.18766666666666668,60,0.16,0.13,0.23,0.28,0,0,2,27,25,6,0,0,0.7096774193548387,0.023225806451612905,31,0.04,0.03,0.02,0.01,0,0,2,9,17,3,0,0
Colin Rea,0.18765217391304345,115,0.15,0.11,0,0.21,0.2,0.28,51,10,0,19,12,23,0.5573770491803278,0.04096774193548387,62,0.04,0.03,0,0.05,0.03,0.05,24,7,0,10,9,12
Joel Kuhnel,0.18736842105263155,19,0.16,0.16,0.29,0,0,0,12,3,4,0,0,0,0.6923076923076923,0.03769230769230769,13,0.03,0.01,0.06,0,0,0,8,1,4,0,0,0
Oliver Perez,0.186984126984127,126,0.15,0.13,0.26,0,0,0,21,53,52,0,0,0,0.5633802816901409,0.032957746478873236,71,0.06,0.03,0.03,0,0,0,7,40,24,0,0,0
Josh Sborz,0.18625,24,0.16,0.09,0.3,0,0,0,15,3,6,0,0,0,0.8461538461538461,0.03461538461538461,13,0.04,0.02,0.03,0,0,0,9,3,1,0,0,0
Riley Smith,0.18594059405940594,101,0,0.13,0.31,0.2,0.22,0,0,63,25,1,12,0,0.6,0.031714285714285716,70,0,0.03,0.04,0,0.02,0,0,42,20,0,8,0
Paul Blackburn,0.18526315789473682,19,0,0.1,0.44,0.24,0.15,0,0,9,2,6,2,0,0.5714285714285714,0.03428571428571429,14,0,0.05,0.02,0.01,0.02,0,0,8,1,4,1,0
Aaron Slegers,0.18385714285714289,210,0.12,0.14,0.3,0.27,0,0,55,87,49,19,0,0,0.62,0.03666666666666667,99,0.04,0.03,0.05,0.02,0,0,21,39,28,11,0,0
Matt Harvey,0.1837864077669903,103,0.09,0,0.31,0.19,0.33,0,56,0,25,8,14,0,0.6461538461538462,0.03307692307692308,65,0.04,0,0.03,0.02,0.02,0,34,0,17,7,7,0
Ryne Harper,0.1835263157894737,190,0.07,0,0.25,0,0.22,0,66,0,99,0,25,0,0.6792452830188679,0.03657407407407407,108,0.05,0,0.03,0,0.02,0,43,0,50,0,15,0
Nick Vincent,0.18322981366459629,161,0.21,0.15,0.29,0.19,0,0.14,80,11,5,10,0,55,0.6413043478260869,0.0525,92,0.05,0.05,0.03,0.04,0,0.06,41,5,3,7,0,36
Chi Chi Gonzalez,0.18286666666666668,150,0.1,0.14,0,0.3,0.33,0.26,68,20,0,27,9,26,0.5164835164835165,0.03736263736263736,91,0.03,0.03,0,0.04,0.02,0.06,40,14,0,12,5,20
Zack Britton,0.1825,128,0,0.13,0.61,0,0,0,0,114,14,0,0,0,0.5,0.021818181818181816,77,0,0.02,0.03,0,0,0,0,63,14,0,0,0
Jeff Samardzija,0.18246268656716416,134,0.17,0.14,0.25,0.18,0,0.13,28,15,38,24,0,29,0.5974025974025974,0.0796103896103896,77,0.06,0.04,0.06,0.05,0.02,0.16,13,13,17,11,3,20
Jesse Biddle,0.18222222222222223,9,0.17,0,0.2,0,0.18,0,4,0,3,0,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Yardley,0.18206521739130435,184,0,0.14,0,0,0.32,0,0,141,0,0,43,0,0.5638297872340425,0.04268041237113402,97,0,0.04,0,0,0.05,0,0,71,0,0,26,0
Carlos Sanabria,0.181875,16,0.13,0,0.26,0.18,0,0,9,0,6,1,0,0,0.5833333333333334,0.03916666666666666,12,0.04,0,0.04,0.03,0,0,9,0,2,1,0,0
Marco Gonzales,0.1817131474103586,502,0,0.16,0,0.22,0.24,0.16,0,215,0,79,77,131,0.6485507246376812,0.04093862815884476,277,0,0.04,0,0.04,0.03,0.05,0,116,0,45,45,71
Rich Hill,0.18154761904761904,252,0.2,0.13,0.18,0,0.17,0.2,92,8,14,0,127,11,0.5192307692307693,0.050199999999999995,150,0.08,0.04,0.02,0,0.03,0.05,59,7,7,0,73,4
Josh Fleming,0.18096491228070175,228,0.24,0.14,0.19,0.33,0.29,0,1,131,64,31,1,0,0.5954198473282443,0.01618320610687023,131,0.05,0.01,0.04,0.01,0,0,1,81,26,22,1,0
Richard Lovelady,0.18,4,0.21,0,0,0.17,0,0,1,0,0,3,0,0,0.5,0.275,4,0.03,0,0,0.52,0,0,2,0,0,2,0,0
Thomas Eshelman,0.17979423868312755,243,0.06,0.14,0.3,0.19,0.19,0,58,44,66,31,44,0,0.5734265734265734,0.048413793103448274,145,0.05,0.06,0.05,0.05,0.03,0,41,23,37,21,23,0
Humberto Castellanos,0.17937499999999998,96,0.16,0.13,0.17,0.22,0.22,0,31,16,12,17,20,0,0.5882352941176471,0.04607843137254902,51,0.05,0.04,0.04,0.03,0.06,0,13,11,6,8,13,0
Devin Smeltzer,0.17925,120,0.11,0,0.15,0.22,0.28,0,37,0,22,49,12,0,0.5138888888888888,0.05722222222222224,72,0.07,0,0.06,0.05,0.03,0,26,0,10,31,5,0
Brett Eibner,0.178125,32,0.15,0,0.16,0,0,0.22,14,0,6,0,0,12,0.47619047619047616,0.0475,20,0.05,0,0.06,0,0,0.04,9,0,3,0,0,8
Edwar Colina,0.178,10,0,0.15,0.22,0,0,0,0,6,4,0,0,0,0.42857142857142855,0.045714285714285714,7,0,0.05,0.04,0,0,0,0,4,3,0,0,0
T.J. McFarland,0.17744680851063832,141,0,0.1,0.34,0.28,0,0,0,87,20,34,0,0,0.6021505376344086,0.01817204301075269,93,0,0.02,0.02,0.01,0,0,0,61,15,17,0,0
Erasmo Ramirez,0.17640449438202246,89,0.28,0.13,0,0.18,0.47,0.17,6,34,0,7,4,38,0.5849056603773585,0.035471698113207543,53,0.05,0.03,0,0.04,0.02,0.04,5,23,0,1,3,21
James Pazos,0.17610169491525424,59,0,0.15,0.26,0,0,0,0,45,14,0,0,0,0.5,0.034666666666666665,30,0,0.04,0.02,0,0,0,0,22,8,0,0,0
Jesus Tinoco,0.1756140350877193,57,0.15,0.11,0.41,0,0.27,0,3,34,3,0,17,0,0.34375,0.0234375,32,0,0.02,0.02,0,0.03,0,0,19,2,0,11,0
Jordan Zimmermann,0.17509433962264154,53,0.12,0.1,0.26,0.23,0.23,0,14,14,15,3,7,0,0.6896551724137931,0.035517241379310345,29,0.06,0.03,0.03,0.02,0.02,0,7,8,9,2,3,0
Nivaldo Rodriguez,0.17464285714285716,84,0.13,0,0.3,0.31,0.17,0,49,0,17,1,17,0,0.5777777777777777,0.04,45,0.04,0,0.04,0,0.04,0,24,0,7,0,14,0
Jonathan Stiever,0.1743548387096774,62,0.11,0,0.36,0.17,0.46,0,40,0,11,9,2,0,0.5862068965517241,0.05275862068965518,29,0.05,0,0.05,0.07,0.03,0,16,0,7,5,1,0
Matt Hall,0.17285714285714285,84,0.2,0.21,0,0.29,0.13,0.17,32,1,0,4,31,16,0.46296296296296297,0.03777777777777778,54,0.04,0.04,0,0,0.04,0.03,23,2,0,1,20,8
Andrew Triggs,0.1726315789473684,57,0,0.12,0.15,0,0.3,0,0,22,22,0,13,0,0.38461538461538464,0.035263157894736843,38,0,0.04,0.04,0,0.02,0,0,15,14,0,9,0
Scott Alexander,0.1721052631578947,95,0.1,0.15,0.35,0,0,0,2,82,11,0,0,0,0.5686274509803921,0.02,51,0.02,0.02,0.02,0,0,0,2,47,2,0,0,0
